-2.09312,-0.342123
-2.70432,0.519812
-2.29207,-0.522129
-3.16889,-0.215082
0.456465,-1.01865
-0.300575,-1.51766
-2.06743,2.21222
-0.42444,1.29571
0.610342,-1.76103
-2.88613,-1.04231
1.49078,-1.85834
8.76678,2.1837
-8.23096,-7.0412
0.092802,-2.68257
2.16966,0.602652
-0.67791,-0.830547
-1.84844,-2.99584
0.574957,-5.37731
-3.05842,-1.13751
-1.32969,-0.692907
-2.19793,-5.7028
0.105873,-3.67158
-1.13751,-2.19426
-0.648998,-1.21304
0.244892,1.31797
0.381359,1.35471
0.985332,-3.95337
-0.913279,-3.41286
0.472736,-0.816753
0.843546,-0.990135
-1.55625,-1.4792
-0.617535,-0.879511
-4.14423,-1.05121
-3.4879,-0.417006
-0.373276,-1.19521
0.55843,0.544445
-1.41692,-1.08611
-0.751055,-0.262442
-0.350639,2.45894
0.186647,1.52392
1.15555,-1.25009
-0.359612,-3.02788
-2.84244,-2.34947
-3.34822,-2.05986
-1.77875,-0.622198
-1.48411,-0.549696
-2.95547,-1.06941
-3.51062,-0.103741
-0.674967,-1.7148
-0.480122,-0.887543
-1.98946,-1.25896
-2.16434,-1.00398
-3.64546,-1.17376
-2.98857,-1.7048
0.634298,-1.11037
0.269691,-0.554104
-3.50473,-2.3495
-2.58224,-4.43174
-2.99169,-1.68751
-3.48076,-0.848572
-4.74736,2.55719
-5.43354,-1.46863
-2.22421,-2.49007
-1.08283,0.837995
-1.78498,-0.768885
0.924299,-0.774658
-1.47217,-5.30416
-1.69423,-6.7593
-2.12857,-1.30597
-1.90281,-0.90839
-1.70132,-0.542702
-1.65071,-1.50844
-1.17206,-1.95598
-0.763884,-2.15082
-0.842789,-1.05532
-0.141043,-1.97064
-0.100241,-1.12218
-0.752693,-2.18992
-1.3352,-0.966385
-1.14541,-3.41006
-2.53278,-1.44505
-1.40583,-2.35234
-0.513365,-1.49006
-2.09015,-3.18995
1.71978,-0.934956
-1.76778,-2.62456
-1.74686,-1.30243
-2.84273,-2.02739
-1.88824,-2.4679
-2.39769,-2.25589
-2.68483,-2.29627
-2.85519,-1.90166
-2.33347,-1.51474
-3.0175,-0.530846
-1.16433,-2.99883
-1.49459,-3.30898
1.42458,-0.80471
1.3368,-0.142165
-1.06686,0.880158
4.0154,2.75991
-3.06669,-8.12162
-2.64915,-9.51208
-3.55579,1.20258
-0.362286,-1.11802
-0.0335846,-3.14937
0.965319,-1.54406
-4.17635,-1.53373
-4.60036,-6.60869
-1.52379,0.524904
-3.58342,-1.83944
-0.537159,4.56842
0.782888,0.759293
-8.07428,0.996243
-7.59022,0.610857
-2.64256,2.33113
-1.91912,-0.769314
-0.171133,-1.92822
-0.716505,-2.53467
1.51492,-0.276073
0.879383,-0.553043
6.40249,-5.49039
12.4996,-2.84706
-4.99781,0.326658
-0.824211,-2.03128
-2.45407,1.46302
-2.08097,0.143229
1.18416,-0.626348
0.881594,4.33158
-1.70077,-2.12841
-2.23567,-2.0442
-0.63529,-1.42182
1.5917,-1.39177
9.75143,4.80076
11.5215,2.57456
-1.50149,-2.10237
-1.01111,-0.925877
-3.49375,-1.91497
-2.69974,-1.4507
-3.15416,-2.08691
-3.25075,-1.94172
-0.317587,-0.964199
-0.306931,1.03603
-1.21502,-1.28323
-1.18046,-1.07607
1.5472,-1.55253
-0.492714,-0.373469
-2.08229,-2.42269
-2.85538,-3.29737
-1.31079,-1.84863
-0.539787,-1.25623
0.221207,0.534359
-5.6404,2.18676
-11.0575,-7.45486
-9.95021,-7.89815
-2.44057,-1.05977
-2.75079,-4.00206
-5.25497,-2.64771
-4.68361,-2.29803
-2.59998,-1.88776
-1.5203,-0.47917
-1.54019,-1.02908
-1.33698,-0.487581
-0.61154,0.638542
-1.56582,-0.0490112
-2.54019,-1.96124
-2.73476,-1.96704
-1.12853,-1.67168
-1.35814,-1.20121
-0.884018,-2.28556
1.13446,-1.36152
0.418324,-1.10041
1.04725,-1.33546
-3.80292,-1.39569
-3.27292,-1.37252
-1.47011,0.154036
-1.79549,-0.509682
